장소명,lat,lon,힐링스팟자치구,대표자치구,카테고리,대분류,도로명주소,주소,전화번호,플레이스URL,데이터출처,장소_스트레스분류,장소_해결태그,힐링점수,평균힐링점수,매칭가능_기본태그,매칭가능_스트레스분류,매칭가능_cluster_label_alt,추천_크롤링태그,매칭가능여부,매칭키워드수
미스터힐링 숙대입구역점,37.5439105903375,126.972629847077,용산구,용산구,음식점 > 카페 > 테마카페,음식점,서울 용산구 한강대로 286-2,,02-3785-1109,http://place.map.kakao.com/799400942,카카오,소음,힐링카페,98.0,98.0,,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,역|한강,True,2
미스터힐링 숙대입구역점,37.5439154,126.9726352,용산구,용산구,힐링카페,힐링카페,서울특별시 용산구 한강대로 286-2 3층,,,,네이버,소음,힐링,98.0,98.0,,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,역|한강,True,2
발바닥공원,37.6596867039654,127.032013855648,강북구,강북구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/7888168,카카오,환경|교통,생태공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
발산근린공원,37.5549246233551,126.825406485367,강서구,강서구,여행 > 공원 > 도시근린공원,여행,서울 강서구 마곡중앙로 11,,,http://place.map.kakao.com/22895694,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
방화근린공원산책로,37.5819493300111,126.814941354822,강서구,강서구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/7893655,카카오,교통,산책하기 좋은 곳,98.0,98.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책,True,2
배봉산무장애숲길,37.5799719945865,127.064595626432,동대문구,동대문구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/1431039815,카카오,교통,산책하기 좋은 곳,98.0,98.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
배봉산숲속도서관,37.578441311875,127.062728634017,동대문구,동대문구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 동대문구 전농로16길 97,,02-2215-1959,http://place.map.kakao.com/1972902226,카카오,소음,도서관,98.0,98.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
배봉산숲속도서관,37.5784431,127.0627351,동대문구,동대문구,"교육,학문>군구립도서관","교육,학문",서울특별시 동대문구 전농로16길 97,,,,네이버,소음,도서관,98.0,98.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
보라매공원,37.49328307697023,126.92051756183096,동작구|관악구,동작구,여행 > 공원 > 도시근린공원,여행,,,02-2181-1114,http://place.map.kakao.com/11338178,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
보문숲길도서관,37.58425295063693,127.01626135085068,성북구,성북구,"교육,학문 > 학습시설 > 도서관 > 국공립도서관","교육,학문",서울 성북구 보문사길 20,,02-6953-0279,http://place.map.kakao.com/1086359001,카카오,소음,도서관,98.0,98.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
봉수대공원,37.6074376505145,127.092015043871,중랑구,중랑구,여행 > 공원,여행,,,,http://place.map.kakao.com/27550171,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
봉제산숲나들길,37.5453957941878,126.85476832922056,강서구,강서구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563567,카카오,교통,산책하기 좋은 곳,98.0,98.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
봉화산근린공원,37.60950096228712,127.08720763835336,중랑구,중랑구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/27280417,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
부리근린공원,37.5143503173839,127.087235928169,강남구,강남구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/25160265,카카오,교통,산책하기 좋은 곳,98.0,98.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책,True,2
부천자연생태공원,37.50374560154071,126.81740211128286,양천구,양천구,여행 > 공원,여행,,,032-320-3000,http://place.map.kakao.com/26621813,카카오,환경|교통,생태공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
북서울꿈의숲나들길,37.62141155643988,127.03656461402684,강북구,강북구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563592,카카오,교통,산책하기 좋은 곳,98.0,98.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
북서울꿈의숲산책길,37.62125162988767,127.0406967358474,강북구,강북구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563593,카카오,교통,산책하기 좋은 곳,98.0,98.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
북악팔각정,37.601590273158,126.980658058024,종로구,종로구,여행 > 공원 > 도시근린공원,여행,서울 종로구 북악산로 267,,02-6951-3438,http://place.map.kakao.com/8572077,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
북한산둘레길 1구간소나무숲길,37.65888882945633,127.00902108350806,강북구,강북구,"여행 > 관광,명소 > 도보여행 > 둘레길 > 북한산둘레길",여행,,,02-900-8085,http://place.map.kakao.com/12544589,카카오,교통,산책하기 좋은 곳,98.0,98.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
사육신공원,37.5140792161189,126.94812736041357,동작구,동작구,여행 > 공원,여행,서울 동작구 노량진로 191,,,http://place.map.kakao.com/24040434,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
상계근린공원,37.6697820303781,127.050511847515,노원구,노원구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/7927330,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
상계숲속작은도서관,37.6694252675951,127.050452665687,노원구,노원구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 노원구 동일로227길 106,,02-3391-7889,http://place.map.kakao.com/25478245,카카오,소음,도서관,98.0,98.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
샛강생태공원,37.5182488569706,126.92161434215,영등포구,영등포구,여행 > 공원 > 도시근린공원,여행,서울 영등포구 여의동로 48,,,http://place.map.kakao.com/7998604,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
서남환경공원,37.5757166240474,126.821019979769,강서구,강서구,여행 > 공원,여행,서울 강서구 양천로 177,,,http://place.map.kakao.com/27215132,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
서대문구립이진아기념도서관,37.57295444389565,126.95554868549858,서대문구,서대문구,"교육,학문 > 학습시설 > 도서관 > 국공립도서관","교육,학문",서울 서대문구 독립문공원길 80,,02-360-8600,http://place.map.kakao.com/11139993,카카오,소음,도서관,98.0,98.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|공원,True,2
서대문구립이진아기념도서관,37.5730502,126.9555345,서대문구,서대문구,"교육,학문>군구립도서관","교육,학문",서울특별시 서대문구 독립문공원길 80,,,http://lib.sdm.or.kr/,네이버,소음,도서관,98.0,98.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|공원,True,2
서대문독립공원,37.5744058898155,126.955398396095,서대문구,서대문구,여행 > 공원 > 도시근린공원,여행,서울 서대문구 통일로 251,,,http://place.map.kakao.com/10495717,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
서서울호수공원,37.5283197900701,126.830251743957,양천구,양천구,여행 > 공원 > 도시근린공원,여행,서울 양천구 남부순환로64길 20,,02-2604-3004,http://place.map.kakao.com/18164705,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
서서울호수공원 몬드리안정원,37.5262951646937,126.830826502697,강서구,강서구,여행 > 공원시설물,여행,,,,http://place.map.kakao.com/17556573,카카오,교통,산책하기 좋은 곳,98.0,98.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책,True,2
서울광장,37.5656726042805,126.977968926957,중구,중구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/7940285,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
서울둘레길 3코스 하늘을 품은 포근한 숲길,37.64467268767395,127.090896143499,노원구,노원구,"여행 > 관광,명소 > 도보여행 > 둘레길 > 서울둘레길",여행,,,02-779-7902,http://place.map.kakao.com/26558580,카카오,환경|교통,서울숲|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
서울둘레길 7코스 도심 속에서 만나는 작은 숲길,37.53331065849201,127.1585655173119,강동구,강동구,"여행 > 관광,명소 > 도보여행 > 둘레길 > 서울둘레길",여행,,,02-779-7901,http://place.map.kakao.com/26558586,카카오,환경|교통,서울숲|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
서울명예도로 노벨길(경의선숲길 연남동방면),37.5576259700548,126.9269286303554,마포구,마포구,"여행 > 관광,명소 > 도보여행",여행,서울 마포구 양화로 188,,,http://place.map.kakao.com/1000191912,카카오,환경|교통,서울숲|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
서울숲 은행나무숲,37.5454108031282,127.037093252208,동대문구,동대문구,"여행 > 관광,명소 > 숲",여행,,,,http://place.map.kakao.com/17563475,카카오,교통,산책하기 좋은 곳,98.0,98.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
서울숲남산나들길,37.55163583803815,127.017427809616,중구|성동구,중구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563607,카카오,환경|교통,서울숲|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
서울숲옆다루작은도서관,37.5475063052177,127.043055630198,성동구,성동구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 성동구 서울숲6길 14,,,http://place.map.kakao.com/635771490,카카오,소음,도서관,98.0,98.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
서울식물원 호수공원,37.57093323630394,126.8326838905008,강서구,강서구,여행 > 공원,여행,서울 강서구 마곡동로 161,,,http://place.map.kakao.com/1443417415,카카오,환경|교통,공원|산책하기 좋은 곳,98.0,90.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
서울어린이대공원,37.5499772549675,127.080235171998,광진구,광진구,"여행 > 관광,명소 > 테마파크",여행,서울 광진구 능동로 216,,02-450-9311,http://place.map.kakao.com/1512054004,카카오,교통,산책하기 좋은 곳,98.0,98.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책,True,2
